"Class Name - Live Allocated Objects";"Live Bytes";"Live Objects";"Allocated Objects";"Avg. Age";"Generations"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLVersionDetector";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLErrorReporter";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityScanner";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityManager$RewindableInputStream";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer[]";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBufferPool";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLEntityManager";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.NodeListCache";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredTextImpl";"0";"0";"79";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredElementImpl";"0";"0";"58";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredDocumentImpl$RefCount";"0";"0";"3";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredDocumentImpl";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.SafeContentHandler$1";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.BodyContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.xml.FictionBookParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.xml.DcXMLParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.video.FLVParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.TXTParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetRecog_sbcs$NGramParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetRecog_mbcs$iteratedChar";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetMatch[]";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetMatch";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.txt.CharsetDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.rtf.RTFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.pkg.ZipContainerDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.pkg.PackageParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.pdf.PDFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.odf.OpenDocumentParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.odf.OpenDocumentMetaParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.odf.OpenDocumentContentParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.netcdf.NetCDFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.mp3.Mp3Parser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.microsoft.ooxml.OOXMLParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.microsoft.TNEFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.microsoft.POIFSContainerDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.SafeContentHandler$2";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.microsoft.OfficeParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.mbox.MboxParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.mail.RFC822Parser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.jpeg.JpegParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.iwork.IWorkPackageParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.image.TiffParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.image.PSDParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.image.ImageParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.html.HtmlParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.hdf.HDFParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.font.TrueTypeParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.feed.FeedParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.epub.EpubParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.epub.EpubContentParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.dwg.DWGParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.chm.ChmParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.audio.MidiParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.audio.AudioParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.asm.ClassParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.Parser[]";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.ParseContext";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.DefaultParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.parser.AutoDetectParser";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.Patterns$LengthComparator";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.Patterns";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.OrClause";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.MimeTypesReader";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.MimeTypes";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.MimeType$RootXML";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.MimeType";"0";"0";"25";"0.00";"0"
"org.apache.tika.mime.MediaType[]";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.MediaTypeRegistry";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.SecureContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.Magic[]";"0";"0";"2";"0.00";"0"
"org.apache.tika.mime.MagicMatch";"0";"0";"8";"0.00";"0"
"org.apache.tika.mime.Magic";"0";"0";"6";"0.00";"0"
"org.apache.tika.mime.Clause[]";"0";"0";"1";"0.00";"0"
"org.apache.tika.mime.AndClause";"0";"0";"1";"0.00";"0"
"org.apache.tika.metadata.Metadata";"0";"0";"6";"0.00";"0"
"org.apache.tika.io.TikaInputStream";"0";"0";"1";"0.00";"0"
"org.apache.tika.io.TemporaryResources";"0";"0";"1";"0.00";"0"
"org.apache.tika.detect.TextDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.detect.MagicDetector";"0";"0";"7";"0.00";"0"
"org.apache.tika.detect.DefaultDetector";"0";"0";"1";"0.00";"0"
"org.apache.tika.config.TikaConfig";"0";"0";"1";"0.00";"0"
"org.apache.tika.config.ServiceLoader";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredCommentImpl";"0";"0";"2";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.DeferredAttrImpl";"0";"0";"73";"0.00";"0"
"org.apache.tika.sax.TaggedContentHandler";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.ToTextContentHandler";"0";"0";"1";"0.00";"0"
"javax.xml.parsers.SecuritySupport$5";"0";"0";"1";"0.00";"0"
"javax.xml.parsers.SecuritySupport$4";"0";"0";"1";"0.00";"0"
"javax.xml.parsers.SecuritySupport$2";"0";"0";"1";"0.00";"0"
"javax.xml.parsers.SecuritySupport$1";"0";"0";"1";"0.00";"0"
"javax.xml.namespace.QName$1";"0";"0";"1";"0.00";"0"
"java.util.zip.ZipFile$ZipFileInputStream";"0";"0";"4";"0.00";"0"
"java.util.zip.ZipFile$ZipFileInflaterInputStream";"0";"0";"4";"0.00";"0"
"java.util.zip.ZipEntry";"0";"0";"3";"0.00";"0"
"java.util.regex.Pattern$TreeInfo";"0";"0";"24258";"0.00";"0"
"java.util.regex.Pattern$GroupHead[]";"0";"0";"24231";"0.00";"0"
"java.util.regex.Pattern$Bound";"0";"0";"1300";"0.00";"0"
"org.apache.tika.sax.WriteOutContentHandler";"0";"0";"1";"0.00";"0"
"java.util.regex.Matcher";"0";"0";"24304";"0.00";"0"
"java.util.jar.Manifest$FastInputStream";"0";"0";"1";"0.00";"0"
"java.util.jar.JarVerifier$3";"0";"0";"1";"0.00";"0"
"java.util.jar.JarVerifier";"0";"0";"1";"0.00";"0"
"java.util.jar.JarFile$JarFileEntry";"0";"0";"5";"0.00";"0"
"org.apache.tika.sax.XHTMLContentHandler";"0";"0";"1";"0.00";"0"
"java.util.concurrent.atomic.AtomicInteger";"0";"0";"1";"0.00";"0"
"org.apache.tika.sax.xpath.MatchingContentHandler";"0";"0";"1";"0.00";"0"
"java.util.WeakHashMap$Entry";"0";"0";"3";"0.00";"0"
"java.util.UUID";"0";"0";"1";"0.00";"0"
"java.util.TreeSet";"0";"0";"1";"0.00";"0"
"java.util.TreeMap$KeySet";"0";"0";"1";"0.00";"0"
"java.util.TreeMap$KeyIterator";"0";"0";"1";"0.00";"0"
"java.util.TreeMap$EntryIterator";"0";"0";"250";"0.00";"0"
"java.util.TreeMap$Entry";"0";"0";"6";"0.00";"0"
"java.util.TreeMap";"0";"0";"1";"0.00";"0"
"java.util.Stack";"0";"0";"1";"0.00";"0"
"java.util.ServiceLoader$LazyIterator";"0";"0";"1";"0.00";"0"
"java.util.ServiceLoader$1";"0";"0";"1";"0.00";"0"
"java.util.ServiceLoader";"0";"0";"1";"0.00";"0"
"java.util.ResourceBundle$LoaderReference";"0";"0";"1";"0.00";"0"
"java.util.ResourceBundle$CacheKey";"0";"0";"1";"0.00";"0"
"com.sun.org.apache.xerces.internal.dom.AttributeMap";"0";"0";"58";"0.00";"0"
"java.util.Locale$LocaleKey";"0";"0";"1";"0.00";"0"
"java.util.LinkedList$ListItr";"0";"0";"1";"0.00";"0"
"java.util.LinkedList";"0";"0";"1";"0.00";"0"
"java.util.LinkedHashMap$KeyIterator";"0";"0";"1";"0.00";"0"
"java.util.LinkedHashMap$EntryIterator";"0";"0";"1";"0.00";"0"
"java.util.IdentityHashMap$KeyIterator";"0";"0";"1";"0.00";"0"
"java.util.Hashtable$Enumerator";"0";"0";"1";"0.00";"0"
"java.util.Hashtable$Entry[]";"0";"0";"1";"0.00";"0"
"java.util.Hashtable";"0";"0";"1";"0.00";"0"
"java.util.HashMap$ValueIterator";"0";"0";"1";"0.00";"0"
"java.util.HashMap$KeySet";"0";"0";"1";"0.00";"0"
"java.util.HashMap$KeyIterator";"0";"0";"1";"0.00";"0"
"org.xml.sax.InputSource";"0";"0";"1";"0.00";"0"
"java.util.HashMap$EntrySet";"0";"0";"1";"0.00";"0"
"short[][]";"0";"0";"1";"0.00";"0"
"java.util.Enumeration[]";"0";"0";"1";"0.00";"0"
"java.util.Currency$1";"0";"0";"1";"0.00";"0"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1";"0";"0";"47";"0.00";"0"
"java.util.Collections$1";"0";"0";"1";"0.00";"0"
"java.util.Arrays$ArrayList";"0";"0";"3";"0.00";"0"
"java.util.ArrayList$SubList$1";"0";"0";"1045";"0.00";"0"
"java.util.ArrayList$SubList";"0";"0";"1051";"0.00";"0"
"java.util.ArrayList$ListItr";"0";"0";"1";"0.00";"0"
"java.util.ArrayList$Itr";"0";"0";"4";"0.00";"0"
"java.util.AbstractList$Itr";"0";"0";"4";"0.00";"0"
"sun.util.calendar.ZoneInfo";"0";"0";"1";"0.00";"0"
"java.text.DecimalFormatSymbols";"0";"0";"1";"0.00";"0"
"sun.misc.BASE64Decoder";"0";"0";"1";"0.00";"0"
"sun.util.calendar.ZoneInfoFile$2";"0";"0";"1";"0.00";"0"
"java.text.DateFormatSymbols";"0";"0";"1";"0.00";"0"
"sun.misc.CompoundEnumeration";"0";"0";"1";"0.00";"0"
"java.security.SecureRandom";"0";"0";"1";"0.00";"0"
"java.security.PrivilegedActionException";"0";"0";"1";"0.00";"0"
"java.security.CodeSigner[]";"0";"0";"1";"0.00";"0"
"java.nio.HeapCharBuffer";"0";"0";"9";"0.00";"0"
"java.nio.HeapByteBuffer";"0";"0";"1";"0.00";"0"
"java.net.URL[]";"0";"0";"1";"0.00";"0"
"java.net.URLClassLoader$3$1";"0";"0";"1";"0.00";"0"
"java.net.URLClassLoader$3";"0";"0";"1";"0.00";"0"
"java.net.URLClassLoader$2";"0";"0";"1";"0.00";"0"
"java.net.URLClassLoader$1";"0";"0";"6";"0.00";"0"
"java.net.URL";"0";"0";"4";"0.00";"0"
"sun.misc.FileURLMapper";"0";"0";"1";"0.00";"0"
"sun.misc.URLClassPath$1";"0";"0";"1";"0.00";"0"
"sun.misc.URLClassPath$2";"0";"0";"1";"0.00";"0"
"sun.misc.URLClassPath$FileLoader$1";"0";"0";"1";"0.00";"0"
"java.lang.ref.SoftReference";"0";"0";"1";"0.00";"0"
"java.lang.ref.Finalizer";"0";"0";"6";"0.00";"0"
"sun.misc.URLClassPath$JarLoader$1";"0";"0";"1";"0.00";"0"
"java.lang.ThreadLocal$ThreadLocalMap$Entry";"0";"0";"1";"0.00";"0"
"sun.misc.URLClassPath$JarLoader$2";"0";"0";"3";"0.00";"0"
"java.lang.StringCoding$StringEncoder";"0";"0";"1";"0.00";"0"
"java.lang.StringCoding$StringDecoder";"0";"0";"1";"0.00";"0"
"java.lang.StringBuilder";"0";"0";"63";"0.00";"0"
"java.lang.StringBuffer";"0";"0";"20";"0.00";"0"
"sun.net.www.MessageHeader";"0";"0";"1";"0.00";"0"
"java.lang.ProcessEnvironment$Variable";"0";"0";"1";"0.00";"0"
"sun.net.www.ParseUtil";"0";"0";"3";"0.00";"0"
"java.lang.Object[][]";"0";"0";"1";"0.00";"0"
"sun.net.www.protocol.file.FileURLConnection";"0";"0";"1";"0.00";"0"
"sun.net.www.protocol.jar.JarURLConnection";"0";"0";"1";"0.00";"0"
"sun.net.www.protocol.jar.JarURLConnection$JarURLInputStream";"0";"0";"1";"0.00";"0"
"java.lang.ClassNotFoundException";"0";"0";"4";"0.00";"0"
"java.lang.ClassLoader$2";"0";"0";"1";"0.00";"0"
"java.lang.Class$1";"0";"0";"1";"0.00";"0"
"sun.util.locale.BaseLocale$Key";"0";"0";"1";"0.00";"0"
"java.lang.Boolean";"0";"0";"1";"0.00";"0"
"java.io.StringWriter";"0";"0";"1";"0.00";"0"
"java.io.StringReader";"0";"0";"1";"0.00";"0"
"java.lang.Class$3";"0";"0";"0";"0.00";"0"
"java.lang.Class$4";"0";"0";"0";"0.00";"0"
"sun.nio.fs.AbstractFileSystemProvider";"0";"0";"0";"0.00";"0"
"java.io.OutputStream";"0";"0";"0";"0.00";"0"
"java.net.InetAddressImplFactory";"0";"0";"0";"0.00";"0"
"sun.misc.Version";"0";"0";"0";"0.00";"0"
"java.io.InputStream";"0";"0";"0";"0.00";"0"
"sun.security.x509.X509CertInfo";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateVersion";"0";"0";"0";"0.00";"0"
"java.security.cert.CertificateParsingException";"0";"0";"0";"0.00";"0"
"java.security.cert.CertificateEncodingException";"0";"0";"0";"0.00";"0"
"sun.security.x509.X509AttributeName";"0";"0";"0";"0.00";"0"
"java.security.cert.CertificateException";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateExtensions";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateSerialNumber";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateAlgorithmId";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateIssuerName";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateValidity";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateSubjectName";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateX509Key";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateIssuerUniqueIdentity";"0";"0";"0";"0.00";"0"
"sun.security.x509.CertificateSubjectUniqueIdentity";"0";"0";"0";"0.00";"0"
"java.io.File$TempDirectory";"0";"0";"0";"0.00";"0"
"sun.nio.ch.IOUtil";"0";"0";"0";"0.00";"0"
"sun.reflect.ReflectionFactory$GetReflectionFactoryAction";"0";"0";"0";"0.00";"0"
"sun.security.x509.AuthorityKeyIdentifierExtension";"0";"0";"0";"0.00";"0"
"sun.security.x509.KeyIdentifier";"0";"0";"0";"0.00";"0"
"java.lang.reflect.Field[]";"0";"0";"0";"0.00";"0"
"java.lang.Class$2";"0";"0";"0";"0.00";"0"
"java.util.Formatter";"0";"0";"0";"0.00";"0"
"sun.security.x509.SubjectAlternativeNameExtension";"0";"0";"0";"0.00";"0"
"java.net.AbstractPlainSocketImpl";"0";"0";"0";"0.00";"0"
"java.net.InetAddressContainer";"0";"0";"0";"0.00";"0"
"java.net.SocketInputStream";"0";"0";"0";"0.00";"0"
"java.lang.Byte";"0";"0";"0";"0.00";"0"
"java.net.SocketImpl";"0";"0";"0";"0.00";"0"
"java.lang.Class$EnclosingMethodInfo";"0";"0";"0";"0.00";"0"
"java.security.ProtectionDomain$2";"0";"0";"0";"0.00";"0"
"java.security.ProtectionDomain$1";"0";"0";"0";"0.00";"0"
"java.lang.reflect.TypeVariable[]";"0";"0";"0";"0.00";"0"
"sun.misc.URLClassPath$FileLoader";"0";"0";"0";"0.00";"0"
"sun.misc.URLClassPath$Loader";"0";"0";"0";"0.00";"0"
"sun.misc.URLClassPath$JarLoader";"0";"0";"0";"0.00";"0"
"java.security.BasicPermission";"0";"0";"0";"0.00";"0"
"java.lang.InstantiationException";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.CK_INFO";"0";"0";"0";"0.00";"0"
"java.io.DeleteOnExitHook$1";"0";"0";"0";"0.00";"0"
"java.security.AlgorithmParameters";"0";"0";"0";"0.00";"0"
"java.util.Locale$Category";"0";"0";"0";"0.00";"0"
"java.util.Locale$Category[]";"0";"0";"0";"0.00";"0"
"javax.management.openmbean.CompositeType";"0";"0";"0";"0.00";"0"
"java.lang.IllegalAccessException";"0";"0";"0";"0.00";"0"
"java.util.concurrent.CopyOnWriteArrayList$COWIterator";"0";"0";"0";"0.00";"0"
"java.lang.reflect.Array";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.SunPKCS11$P11Service";"0";"0";"0";"0.00";"0"
"java.util.jar.JarVerifier$VerifierStream";"0";"0";"0";"0.00";"0"
"sun.text.normalizer.NormalizerBase";"0";"0";"0";"0.00";"0"
"sun.text.normalizer.NormalizerBase$Mode";"0";"0";"0";"0.00";"0"
"sun.text.normalizer.NormalizerBase$NFDMode";"0";"0";"0";"0.00";"0"
"sun.text.normalizer.NormalizerBase$NFKDMode";"0";"0";"0";"0.00";"0"
"sun.text.normalizer.NormalizerBase$NFKCMode";"0";"0";"0";"0.00";"0"
"sun.text.normalizer.NormalizerBase$QuickCheckResult";"0";"0";"0";"0.00";"0"
"sun.text.normalizer.NormalizerBase$IsPrevNFDSafe";"0";"0";"0";"0.00";"0"
"sun.text.normalizer.NormalizerBase$IsNextNFDSafe";"0";"0";"0";"0.00";"0"
"com.sun.management.UnixOperatingSystem";"0";"0";"0";"0.00";"0"
"java.text.FieldPosition";"0";"0";"0";"0.00";"0"
"java.text.FieldPosition$Delegate";"0";"0";"0";"0.00";"0"
"java.lang.Class";"0";"0";"0";"0.00";"0"
"sun.management.OperatingSystemImpl";"0";"0";"0";"0.00";"0"
"double[]";"0";"0";"0";"0.00";"0"
"sun.security.provider.SunEntries$1";"0";"0";"0";"0.00";"0"
"java.lang.StackOverflowError";"0";"0";"0";"0.00";"0"
"java.lang.Enum";"0";"0";"0";"0.00";"0"
"com.sun.management.VMOption";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference";"0";"0";"0";"0.00";"0"
"java.security.Provider";"0";"0";"0";"0.00";"0"
"java.util.SimpleTimeZone";"0";"0";"0";"0.00";"0"
"java.security.Provider$EngineDescription";"0";"0";"0";"0.00";"0"
"sun.nio.ch.Util$3";"0";"0";"0";"0.00";"0"
"java.lang.Math";"0";"0";"0";"0.00";"0"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping";"0";"0";"0";"0.00";"0"
"sun.security.util.ManifestDigester$Position";"0";"0";"0";"0.00";"0"
"java.nio.charset.spi.CharsetProvider";"0";"0";"0";"0.00";"0"
"java.util.ResourceBundle$Control";"0";"0";"0";"0.00";"0"
"java.util.ResourceBundle$Control$1";"0";"0";"0";"0.00";"0"
"java.util.ResourceBundle$Control$CandidateListCache";"0";"0";"0";"0.00";"0"
"sun.nio.fs.UnixPath";"0";"0";"0";"0.00";"0"
"java.nio.file.InvalidPathException";"0";"0";"0";"0.00";"0"
"java.nio.file.ProviderMismatchException";"0";"0";"0";"0.00";"0"
"sun.util.locale.UnicodeLocaleExtension";"0";"0";"0";"0.00";"0"
"java.nio.file.FileSystemException";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.TemplateManager$KeyAndTemplate";"0";"0";"0";"0.00";"0"
"sun.security.util.DerInputStream";"0";"0";"0";"0.00";"0"
"sun.security.x509.AlgorithmId";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.TemplateManager$TemplateKey";"0";"0";"0";"0.00";"0"
"java.nio.charset.CoderResult$Cache";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.TemplateManager";"0";"0";"0";"0.00";"0"
"java.util.ResourceBundle";"0";"0";"0";"0.00";"0"
"java.util.MissingResourceException";"0";"0";"0";"0.00";"0"
"sun.misc.Signal$1";"0";"0";"0";"0.00";"0"
"java.util.ResourceBundle$1";"0";"0";"0";"0.00";"0"
"sun.misc.NativeSignalHandler";"0";"0";"0";"0.00";"0"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter";"0";"0";"0";"0.00";"0"
"java.lang.management.ThreadInfo";"0";"0";"0";"0.00";"0"
"java.lang.management.MonitorInfo[]";"0";"0";"0";"0.00";"0"
"java.lang.management.MonitorInfo";"0";"0";"0";"0.00";"0"
"java.lang.management.LockInfo[]";"0";"0";"0";"0.00";"0"
"java.lang.management.LockInfo";"0";"0";"0";"0.00";"0"
"java.lang.StackTraceElement[]";"0";"0";"0";"0.00";"0"
"sun.misc.Signal";"0";"0";"0";"0.00";"0"
"java.lang.annotation.AnnotationFormatError";"0";"0";"0";"0.00";"0"
"java.lang.annotation.Annotation[][]";"0";"0";"0";"0.00";"0"
"sun.security.util.SignatureFileVerifier";"0";"0";"0";"0.00";"0"
"sun.security.pkcs.PKCS7";"0";"0";"0";"0.00";"0"
"java.security.CodeSigner";"0";"0";"0";"0.00";"0"
"java.lang.NoSuchFieldException";"0";"0";"0";"0.00";"0"
"sun.security.timestamp.TimestampToken";"0";"0";"0";"0.00";"0"
"java.security.Timestamp";"0";"0";"0";"0.00";"0"
"java.lang.InterruptedException";"0";"0";"0";"0.00";"0"
"java.lang.ReflectiveOperationException";"0";"0";"0";"0.00";"0"
"java.util.concurrent.CopyOnWriteArrayList$COWSubList";"0";"0";"0";"0.00";"0"
"sun.nio.cs.FastCharsetProvider$1";"0";"0";"0";"0.00";"0"
"sun.nio.cs.US_ASCII";"0";"0";"0";"0.00";"0"
"sun.util.locale.LocaleUtils";"0";"0";"0";"0.00";"0"
"com.oracle.security.ucrypto.UcryptoProvider$1";"0";"0";"0";"0.00";"0"
"java.lang.reflect.ReflectAccess";"0";"0";"0";"0.00";"0"
"java.lang.reflect.Field";"0";"0";"0";"0.00";"0"
"sun.nio.cs.FastCharsetProvider";"0";"0";"0";"0.00";"0"
"java.lang.Float";"0";"0";"0";"0.00";"0"
"sun.misc.FloatingDecimal";"0";"0";"0";"0.00";"0"
"sun.nio.fs.SolarisFileSystemProvider";"0";"0";"0";"0.00";"0"
"sun.nio.fs.SolarisFileSystem";"0";"0";"0";"0.00";"0"
"sun.nio.fs.SolarisFileStore";"0";"0";"0";"0.00";"0"
"sun.nio.fs.SolarisAclFileAttributeView";"0";"0";"0";"0.00";"0"
"sun.nio.fs.SolarisUserDefinedFileAttributeView";"0";"0";"0";"0.00";"0"
"java.io.File[]";"0";"0";"0";"0.00";"0"
"sun.security.provider.DSAKeyFactory";"0";"0";"0";"0.00";"0"
"sun.security.provider.DSAPublicKey";"0";"0";"0";"0.00";"0"
"sun.security.provider.DSAPublicKeyImpl";"0";"0";"0";"0.00";"0"
"sun.security.provider.DSAPrivateKey";"0";"0";"0";"0.00";"0"
"java.security.spec.DSAPublicKeySpec";"0";"0";"0";"0.00";"0"
"java.security.spec.DSAPrivateKeySpec";"0";"0";"0";"0.00";"0"
"sun.security.x509.Extension";"0";"0";"0";"0.00";"0"
"sun.misc.SharedSecrets";"0";"0";"0";"0.00";"0"
"sun.net.NetHooks$Provider";"0";"0";"0";"0.00";"0"
"java.util.regex.Pattern$LastNode";"0";"0";"0";"0.00";"0"
"java.security.KeyRep";"0";"0";"0";"0.00";"0"
"java.io.ExpiringCache";"0";"0";"0";"0.00";"0"
"java.nio.HeapCharBufferR";"0";"0";"0";"0.00";"0"
"java.util.AbstractMap";"0";"0";"0";"0.00";"0"
"java.util.AbstractMap$1";"0";"0";"0";"0.00";"0"
"java.util.AbstractMap$2";"0";"0";"0";"0.00";"0"
"sun.misc.Launcher";"0";"0";"0";"0.00";"0"
"java.lang.SecurityManager";"0";"0";"0";"0.00";"0"
"sun.security.provider.NativePRNG$1";"0";"0";"0";"0.00";"0"
"sun.security.provider.NativePRNG$RandomIO";"0";"0";"0";"0.00";"0"
"sun.misc.JarIndex";"0";"0";"0";"0.00";"0"
"java.util.zip.ZipFile";"0";"0";"0";"0.00";"0"
"java.io.UnixFileSystem";"0";"0";"0";"0.00";"0"
"java.lang.String$CaseInsensitiveComparator";"0";"0";"0";"0.00";"0"
"java.lang.Terminator";"0";"0";"0";"0.00";"0"
"java.lang.Terminator$1";"0";"0";"0";"0.00";"0"
"sun.security.provider.NativePRNG";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.wrapper.PKCS11$1";"0";"0";"0";"0.00";"0"
"sun.security.pkcs11.KeyCache$IdentityWrapper";"0";"0";"0";"0.00";"0"
"java.util.regex.Pattern$4";"0";"0";"0";"0.00";"0"
"java.lang.Long";"0";"0";"0";"0.00";"0"
